,fine,Moran's I,P-value,num_cell,month,sample,structure,celltype
588,ExN-L2/3-IT,0.2259618440440412,0.0077040384507905,306,5M,HZ5M02,RS,ExN
589,ExN-L6-CT,0.1010491865829843,0.0315392451252314,629,5M,HZ5M02,RS,ExN
590,ExN-L5-IT,0.0782620465941724,0.0317154191596643,971,5M,HZ5M02,RS,ExN
591,Astro-4,0.8883975114522907,6.351116664119124e-07,141,5M,HZ5M02,TH,Astro
592,Endo,0.8827565105520048,3.2385975126397624e-06,172,5M,HZ5M02,TH,Endo
593,InN-Olf,0.382638803082369,7.846868793326653e-05,496,5M,HZ5M02,TH,InN
594,InN-Calb2,0.3338211051196657,1.0974314330787004e-08,770,5M,HZ5M02,TH,InN
595,InN-Erbb4,0.3278037784444667,0.0111364956884046,373,5M,HZ5M02,TH,InN
596,MSN,0.3139346333034726,0.0056343070022049,470,5M,HZ5M02,TH,MSN
597,InN-Pvalb,0.2812830842728251,0.004224720523504,523,5M,HZ5M02,TH,InN
598,InN-Sncg,0.2542111914165201,0.0221272606772591,380,5M,HZ5M02,TH,InN
599,Peri,0.2393506837382825,8.198793721996904e-07,924,5M,HZ5M02,TH,Peri
600,ExN-DEGLU-2,0.196570146284146,1.1030198656934993e-08,1503,5M,HZ5M02,TH,ExN
601,Olig-2,0.1692025918079259,0.0034461292357498,789,5M,HZ5M02,TH,Olig
602,ExN-DEGLU-1,0.0954451902830842,1.709016096337141e-20,6847,5M,HZ5M02,TH,ExN
603,Olig-3,0.7577266249875398,0.001652069591829,105,5M,HZ5M03,BF,Olig
604,Astro-1,0.5112637119319964,4.568143164194961e-05,153,5M,HZ5M03,BF,Astro
605,ExN-DEGLU-2,0.2818586630409176,0.0010202663222626,431,5M,HZ5M03,BF,ExN
606,Peri,0.1494603040138957,2.7991952544169203e-05,1121,5M,HZ5M03,BF,Peri
607,InN-Sncg,0.1268654734758477,0.007140355070611,729,5M,HZ5M03,BF,InN
608,InN-Erbb4,0.1191888823005948,0.0048610708133501,830,5M,HZ5M03,BF,InN
609,InN-Calb2,0.1041857542726323,1.0919686396229395e-20,4181,5M,HZ5M03,BF,InN
610,InN-Olf,-2.321219555199587,0.0009177238100801,55,5M,HZ5M03,BF,InN
611,InN-Lamp5,1.5904892532822927,0.0012031370375562,50,5M,HZ5M03,PFC,InN
612,ExN-CA2,0.5727114282908822,0.0242652164051077,159,5M,HZ5M03,PFC,ExN
613,SMC,0.5089706865648986,0.0339721395814851,58,5M,HZ5M03,PFC,SMC
614,Astro-1,0.4577705853814378,0.0031966257868025,114,5M,HZ5M03,PFC,Astro
615,ExN-CA3,0.306783422484499,4.673452991096148e-05,537,5M,HZ5M03,PFC,ExN
616,ExN-DG,0.2757812159203263,0.0439642521900016,251,5M,HZ5M03,PFC,ExN
617,Peri,0.2573858887519277,0.0076446111338641,291,5M,HZ5M03,PFC,Peri
618,Micro-2,0.2245674764045046,6.744453520481135e-05,231,5M,HZ5M03,PFC,Micro
619,InN-Sst,0.1789094698694444,0.0180489646551001,590,5M,HZ5M03,PFC,InN
620,ExN-L5-IT,0.1229590181637648,6.341381414655052e-10,2447,5M,HZ5M03,PFC,ExN
621,ExN-L6-CT,0.0804655651302349,0.0008859239042307,1551,5M,HZ5M03,PFC,ExN
622,ExN-L5-ET,0.0603493453068788,0.0181439251919589,1597,5M,HZ5M03,PFC,ExN
623,OPC-1,0.7071639345443972,0.0192028026123174,144,5M,HZ5M03,STR,OPC
624,ExN-DEGLU-2,0.5708605694121647,0.0454613277239371,140,5M,HZ5M03,STR,ExN
625,InN-Sncg,0.3683601021565593,0.001321913335383,371,5M,HZ5M03,STR,InN
626,Micro-2,0.3608450309318374,1.705432219904511e-05,210,5M,HZ5M03,STR,Micro
627,Micro-1,0.3077767360289841,0.0462305990913613,135,5M,HZ5M03,STR,Micro
628,InN-Pvalb,0.2612950010278246,0.0189578445679998,409,5M,HZ5M03,STR,InN
629,ExN-CA2,0.2307920488719615,0.0001661427060746,1191,5M,HZ5M03,STR,ExN
630,Astro-1,0.2250274799753733,1.8699471658782333e-07,720,5M,HZ5M03,STR,Astro
631,Peri,0.2199540975664767,1.4242907892444336e-14,1990,5M,HZ5M03,STR,Peri
632,ExN-DEGLU-1,0.1703000350956995,0.0081924455663125,931,5M,HZ5M03,STR,ExN
633,Olig-2,0.1610541166265242,1.075958138092539e-06,1338,5M,HZ5M03,STR,Olig
634,ExN-DG,0.1524397319851605,2.8013381290171513e-09,2680,5M,HZ5M03,STR,ExN
635,ExN-CA1,0.1440853500044066,0.0027747478883525,1539,5M,HZ5M03,STR,ExN
636,InN-Olf,0.1283399652360833,8.918948385446035e-18,3082,5M,HZ5M03,STR,InN
637,MSN,0.1118660469080393,1.3512957708708208e-59,12031,5M,HZ5M03,STR,MSN
638,Astro-4,0.6986533781016184,0.0240045429523151,54,5M,HZ5M04,BF,Astro
639,InN-Erbb4,0.3564004189026958,8.052789078232744e-08,510,5M,HZ5M04,BF,InN
640,Micro-3,0.3448203277570295,0.0322097519610152,51,5M,HZ5M04,BF,Micro
641,OPC-2,0.2760273707539542,0.0032906873310701,348,5M,HZ5M04,BF,OPC
642,Olig-2,0.2541433087966205,0.0077104811270666,379,5M,HZ5M04,BF,Olig
643,ExN-DEGLU-2,0.2531513055775671,0.0012332381269992,559,5M,HZ5M04,BF,ExN
644,InN-Sncg,0.2493356269103086,0.0404310113255513,368,5M,HZ5M04,BF,InN
645,Peri,0.1467799629340392,8.425832572241865e-06,1289,5M,HZ5M04,BF,Peri
646,InN-Calb2,0.0387268014946114,0.0002706971531717,5721,5M,HZ5M04,BF,InN
647,OPC-2,0.955671464424754,0.0119595886066655,17,5M,HZ5M04,ECT,OPC
648,ExN-CA2,0.5968797316799013,0.0145765624564155,61,5M,HZ5M04,ECT,ExN
649,Peri,0.5124863158953122,0.0029221611020962,71,5M,HZ5M04,ECT,Peri
650,ExN-CA3,0.3667527212376291,0.0068963059902575,116,5M,HZ5M04,ECT,ExN
651,ExN-L6-CT,0.2785917130686673,0.009563882783128,135,5M,HZ5M04,ECT,ExN
652,InN-Sst,0.5075250980805652,0.000280432749174,174,5M,HZ5M04,HPF,InN
653,SMC,0.4225448634696339,0.003445179693476,101,5M,HZ5M04,HPF,SMC
654,InN-Sncg,0.2786737907635055,0.0217097329960844,198,5M,HZ5M04,HPF,InN
655,ExN-CA2,0.1859517534962449,5.1323271086311335e-09,1111,5M,HZ5M04,HPF,ExN
656,Peri,0.1700414311243421,0.0085354100188636,398,5M,HZ5M04,HPF,Peri
657,ExN-CA3,0.1052265565981785,6.727339196493322e-07,1505,5M,HZ5M04,HPF,ExN
658,ExN-DG,0.0853669140136996,6.726650348661149e-07,2259,5M,HZ5M04,HPF,ExN
659,MSN,0.9218020176453932,0.019162029897407,46,5M,HZ5M04,RS,MSN
660,Astro-1,0.7820395098175795,1.7630865414440223e-05,79,5M,HZ5M04,RS,Astro
661,InN-Sst,0.3282088774011436,0.0010667294211248,301,5M,HZ5M04,RS,InN
662,Olig-3,0.283514898453824,0.0238078453845557,147,5M,HZ5M04,RS,Olig
663,ExN-L5/6-NP,0.2161241030341067,0.0014999741560534,424,5M,HZ5M04,RS,ExN
664,ExN-L5-IT,0.188162897768873,3.1126405666711727e-10,988,5M,HZ5M04,RS,ExN
665,Peri,0.1831584950723183,0.0060762185601252,301,5M,HZ5M04,RS,Peri
666,ExN-CA1,1.601491044262401,0.004722691238235,87,5M,HZ5M04,TH,ExN
667,ExN-DG,0.98328108462691,3.4562144028838763e-18,333,5M,HZ5M04,TH,ExN
668,Astro-3,0.8323335425026162,0.0009522498471915,65,5M,HZ5M04,TH,Astro
669,InN-Sncg,0.8167693976939528,2.019550615338619e-44,657,5M,HZ5M04,TH,InN
670,InN-Sst,0.7532571975085326,0.0151641400763484,187,5M,HZ5M04,TH,InN
671,InN-Erbb4,0.7391647382313195,9.526475899298624e-49,788,5M,HZ5M04,TH,InN
672,Astro-5,0.6866869898562613,0.0098542443565755,77,5M,HZ5M04,TH,Astro
673,ExN-CA3,0.6833033915894468,3.7414224360208255e-06,244,5M,HZ5M04,TH,ExN
674,Peri,0.4782603811358303,2.695537917214441e-62,1563,5M,HZ5M04,TH,Peri
675,Micro-1,0.4615255907424559,0.0034693227145062,107,5M,HZ5M04,TH,Micro
676,Endo,0.4564972473880671,0.0004768101219311,203,5M,HZ5M04,TH,Endo
677,Astro-1,0.410415534070325,5.3649547369736e-11,416,5M,HZ5M04,TH,Astro
678,InN-Calb2,0.3593476635786087,9.115436931554116e-23,1007,5M,HZ5M04,TH,InN
679,Olig-2,0.3553270468626982,5.215840778590529e-20,1130,5M,HZ5M04,TH,Olig
680,Olig-3,0.3114268029818721,0.0002293620887057,437,5M,HZ5M04,TH,Olig
681,ExN-DEGLU-2,0.30634170383033,5.409309027258551e-34,2027,5M,HZ5M04,TH,ExN
682,InN-Pvalb,0.1981377485127508,4.467252634940006e-05,963,5M,HZ5M04,TH,InN
683,ExN-DEGLU-1,0.1945105720621562,3.8005314920227056e-121,8299,5M,HZ5M04,TH,ExN
684,Olig-4,-0.3899578956452029,0.0466655065110623,114,5M,HZ5M04,TH,Olig
685,Olig-1,0.8102368830742751,0.0451225231103718,94,5M,HZ5M05,BF,Olig
686,Endo,0.7304947952049479,4.407924463182086e-05,119,5M,HZ5M05,BF,Endo
687,SMC,0.640014532236969,0.0032643873271778,99,5M,HZ5M05,BF,SMC
688,Peri,0.1469698822472663,6.001356796464922e-05,1330,5M,HZ5M05,BF,Peri
689,InN-Erbb4,0.0723954133424637,0.0134830202901162,1394,5M,HZ5M05,BF,InN
690,InN-Calb2,0.0712175131992758,3.741544878415346e-08,4300,5M,HZ5M05,BF,InN
691,Olig-6,-0.7717478136473233,0.0320994197955583,40,5M,HZ5M05,BF,Olig
692,ExN-CA2,0.6415280157513477,0.0066059684727174,147,5M,HZ5M05,PFC,ExN
693,Peri,0.3955989726046801,0.0022026957541256,185,5M,HZ5M05,PFC,Peri
694,Olig-2,0.320957045243767,0.0136550120550566,139,5M,HZ5M05,PFC,Olig
695,InN-Pvalb,0.1776814965175656,0.0233488389291434,412,5M,HZ5M05,PFC,InN
696,ExN-L6-CT,0.0927322057039958,0.0002317892420483,1553,5M,HZ5M05,PFC,ExN
697,ExN-L5-IT,0.0647558435412632,0.0009790390245166,2562,5M,HZ5M05,PFC,ExN
698,ExN-DG,-0.1897671757175591,0.0359555991097252,324,5M,HZ5M05,PFC,ExN
699,ExN-CA2,0.224267899198401,1.864826587887672e-05,1375,5M,HZ5M05,STR,ExN
700,InN-Olf,0.2045191168556086,1.6356573045618128e-32,2794,5M,HZ5M05,STR,InN
701,Astro-1,0.170478321264424,0.001070987665513,694,5M,HZ5M05,STR,Astro
702,ExN-CA1,0.159487906988159,0.0002964526190149,1603,5M,HZ5M05,STR,ExN
703,Peri,0.1460641354901236,5.408988164703877e-06,1861,5M,HZ5M05,STR,Peri
704,Olig-2,0.1269251957893812,4.189381285204464e-05,1514,5M,HZ5M05,STR,Olig
705,ExN-DG,0.1110507877337685,5.078551648673177e-05,2559,5M,HZ5M05,STR,ExN
706,ExN-CA3,2.0636901569576542,2.8229839601383604e-09,49,5M,HZ5M06,BF,ExN
707,OPC-2,1.4123618965044429,1.5581642435764422e-14,190,5M,HZ5M06,BF,OPC
708,Astro-5,1.0167544577133347,0.0017614847335266,53,5M,HZ5M06,BF,Astro
709,Olig-5,0.9485867314933306,6.938048791106868e-06,84,5M,HZ5M06,BF,Olig
710,OPC-1,0.7765403588492249,0.0131335601696599,44,5M,HZ5M06,BF,OPC
711,ExN-DEGLU-2,0.7529679361044896,9.858346716175948e-13,326,5M,HZ5M06,BF,ExN
712,Astro-2,0.5736977017217241,0.005251098864778,84,5M,HZ5M06,BF,Astro
713,Olig-6,0.5488211409940442,0.0227677117210172,65,5M,HZ5M06,BF,Olig
714,Micro-2,0.4910796048109883,2.074814083483697e-07,109,5M,HZ5M06,BF,Micro
715,Olig-2,0.46211783751102,7.270439688885981e-09,450,5M,HZ5M06,BF,Olig
716,InN-Sncg,0.4405353982249471,2.167362733109766e-05,337,5M,HZ5M06,BF,InN
717,Peri,0.3770324090370762,1.474251187698801e-68,2048,5M,HZ5M06,BF,Peri
718,InN-Calb2,0.3722051972934878,4.59059392352601e-189,4511,5M,HZ5M06,BF,InN
719,InN-Sst,0.3631683949154117,0.0058539809116771,273,5M,HZ5M06,BF,InN
720,Endo,0.3146694563662408,0.0401656412642816,170,5M,HZ5M06,BF,Endo
721,SMC,0.270532032070128,0.0009431696932054,183,5M,HZ5M06,BF,SMC
722,InN-Olf,0.2536656186012742,0.0009961434410214,630,5M,HZ5M06,BF,InN
723,InN-Erbb4,0.2452873959718874,5.990916009878444e-07,659,5M,HZ5M06,BF,InN
724,InN-Pvalb,0.1871070437383799,5.154839244931016e-09,1038,5M,HZ5M06,BF,InN
725,ExN-DEGLU-2,0.6991348837494219,0.0493631895599165,17,5M,HZ5M06,ECT,ExN
726,ExN-Olf,0.3626874046055303,0.0355341182562151,150,5M,HZ5M06,ECT,ExN
727,ExN-L5-IT,0.1331851065143728,0.00435402913169,497,5M,HZ5M06,ECT,ExN
728,ExN-L6b,1.4011792170830868,0.0001792682921758,94,5M,HZ5M06,HPF,ExN
729,Peri,0.1229592315617106,0.0399017258910745,511,5M,HZ5M06,HPF,Peri
730,ExN-CA2,0.0750779173621254,0.0065376525866334,1531,5M,HZ5M06,HPF,ExN
731,ExN-CA1,0.0575915134643127,8.13521644709013e-05,2902,5M,HZ5M06,HPF,ExN
732,OPC-2,-0.7626443189269136,0.0296856605166335,69,5M,HZ5M06,HPF,OPC
733,InN-Erbb4,-0.9997999874300731,0.0458603941002305,59,5M,HZ5M06,HPF,InN
734,ExN-CA1,1.6620808728007446,0.0158927106409582,62,5M,HZ5M06,RS,ExN
735,Peri,0.2819317852414392,0.0019023632013253,197,5M,HZ5M06,RS,Peri
736,Micro-2,0.2458038784597066,0.0181096141200887,86,5M,HZ5M06,RS,Micro
737,ExN-L5-IT,0.2269661298688568,2.910290959618149e-06,620,5M,HZ5M06,RS,ExN
738,ExN-L5-ET,0.136545475853916,0.0008492734829385,631,5M,HZ5M06,RS,ExN
739,ExN-CA1,4.215743461603192,2.753234935153501e-09,92,5M,HZ5M06,TH,ExN
740,InN-Vip,0.7748235220581647,0.0015301766066265,173,5M,HZ5M06,TH,InN
741,InN-Pvalb,0.3753503978945732,1.2124611959939645e-17,1269,5M,HZ5M06,TH,InN
742,ExN-CA2,0.3490356720802315,0.0017742011959752,471,5M,HZ5M06,TH,ExN
743,ExN-DEGLU-2,0.346278358274831,6.351260443297711e-73,2739,5M,HZ5M06,TH,ExN
744,InN-Olf,0.3448213361275363,3.164225900394357e-05,618,5M,HZ5M06,TH,InN
745,InN-Sncg,0.3365568745182358,0.000129184121402,516,5M,HZ5M06,TH,InN
746,InN-Sst,0.2985442601301455,0.0284996500418099,346,5M,HZ5M06,TH,InN
747,InN-Calb2,0.2706073336173899,5.866169981847333e-13,1117,5M,HZ5M06,TH,InN
748,Olig-2,0.2170684197310034,1.0919821766865102e-08,1196,5M,HZ5M06,TH,Olig
749,Peri,0.2149103503117918,2.032886676176585e-14,1687,5M,HZ5M06,TH,Peri
750,InN-Erbb4,0.2067999610238771,0.0001631281864618,666,5M,HZ5M06,TH,InN
751,Astro-1,0.1964782116935684,0.0238529888764422,300,5M,HZ5M06,TH,Astro
752,Olig-3,0.1914937703506469,0.0416762294490601,401,5M,HZ5M06,TH,Olig
753,ExN-DG,0.1628907598244246,0.0338949691058067,571,5M,HZ5M06,TH,ExN
754,ExN-DEGLU-1,0.1096885054614742,3.5420622612828844e-32,7102,5M,HZ5M06,TH,ExN
755,SMC,0.5502875900938781,1.6388595746515846e-09,369,6M,HZ6M02,BF,SMC
756,Olig-1,0.3094185549749028,0.0097233560736286,242,6M,HZ6M02,BF,Olig
757,Olig-5,0.1523966616768098,2.6004374953953457e-06,1222,6M,HZ6M02,BF,Olig
758,Micro-2,0.1497433661746967,0.0087332723463034,561,6M,HZ6M02,BF,Micro
759,Astro-5,0.077887239822552,0.0320555274009086,1037,6M,HZ6M02,BF,Astro
760,Olig-4,1.2811207900857269,0.0214041499328552,48,6M,HZ6M02,HPF,Olig
761,ExN-Olf,1.237861425164604,3.292517895111877e-06,88,6M,HZ6M02,HPF,ExN
762,ExN-L6-CT,1.0403923206230314,0.0089103046470033,51,6M,HZ6M02,HPF,ExN
763,ExN-L6b,0.2535549154406082,0.0380135270434734,237,6M,HZ6M02,HPF,ExN
764,Peri,0.2173148067636918,0.0198551815072276,334,6M,HZ6M02,HPF,Peri
765,Astro-6,-2.0563700553728386,0.0032853098254155,43,6M,HZ6M02,HPF,Astro
766,SMC,0.7085110628117263,0.0017961226385055,101,6M,HZ6M02,RS,SMC
767,Astro-4,0.4655920846463954,0.031312133590748,69,6M,HZ6M02,RS,Astro
768,ExN-L5-IT,0.213704675733881,0.0142935886244498,270,6M,HZ6M02,RS,ExN
769,MSN,0.199747759395208,0.0111806512627103,564,6M,HZ6M02,TH,MSN
770,ExN-L6b,0.1931312523238045,0.0417869160301872,436,6M,HZ6M02,TH,ExN
771,Endo,0.1923253619846559,0.0019162844928482,733,6M,HZ6M02,TH,Endo
772,Micro-2,0.0775020559552986,0.0020029699745181,1731,6M,HZ6M02,TH,Micro
773,Astro-5,0.0711865409910809,0.0013124458316083,2542,6M,HZ6M02,TH,Astro
774,ExN-DEGLU-1,0.0628681034230615,0.0032988761190437,2343,6M,HZ6M02,TH,ExN
775,Astro-2,0.5681025671708141,7.634343370935207e-17,230,6M,HZ6M03,BF,Astro
776,ExN-DEGLU-2,0.5390948307459842,5.3312580106296256e-12,393,6M,HZ6M03,BF,ExN
777,Astro-5,0.5187032839230821,5.363463310604715e-43,750,6M,HZ6M03,BF,Astro
778,Astro-6,0.5149904079261616,0.0062758304613206,99,6M,HZ6M03,BF,Astro
779,OPC-2,0.5115727002923569,0.001704030069756,178,6M,HZ6M03,BF,OPC
780,Endo,0.4898776962991048,0.0497471788128775,149,6M,HZ6M03,BF,Endo
781,Peri,0.3969018450034395,1.3349133214307927e-11,532,6M,HZ6M03,BF,Peri
782,Micro-2,0.3919895452728138,3.461338483723553e-05,175,6M,HZ6M03,BF,Micro
783,Astro-1,0.3767937047093962,0.0136266067400011,168,6M,HZ6M03,BF,Astro
784,ExN-DEGLU-1,0.3648135031018706,1.6168701915292142e-07,407,6M,HZ6M03,BF,ExN
785,InN-Calb2,0.3017270319767393,2.3487343066227462e-132,3256,6M,HZ6M03,BF,InN
786,Olig-5,0.2769206626342867,5.3859369831701685e-14,936,6M,HZ6M03,BF,Olig
787,Olig-2,0.2577225758986314,0.0375695418078423,292,6M,HZ6M03,BF,Olig
788,SMC,0.2238797348986828,0.0493741370413432,207,6M,HZ6M03,BF,SMC
789,InN-Erbb4,0.1864586055635751,0.0090544117484654,334,6M,HZ6M03,BF,InN
790,InN-Pvalb,0.1213009140706851,0.0046380105598467,552,6M,HZ6M03,BF,InN
791,Micro-1,0.5643679742148293,0.0007741270372115,107,6M,HZ6M03,PFC,Micro
792,Astro-4,0.536695671182342,0.003362086375193,129,6M,HZ6M03,PFC,Astro
793,Olig-3,0.4993542416806448,0.001372392006139,146,6M,HZ6M03,PFC,Olig
794,Olig-5,0.4228502058043894,1.1045746914702854e-34,834,6M,HZ6M03,PFC,Olig
795,Olig-1,0.3929789093110334,0.0008408421897907,163,6M,HZ6M03,PFC,Olig
796,ExN-CA2,0.3045377366572806,0.0396695935629176,299,6M,HZ6M03,PFC,ExN
797,Micro-4,0.2723712282134869,0.0075885670309573,121,6M,HZ6M03,PFC,Micro
798,Peri,0.2624918864952497,9.728867787077973e-05,535,6M,HZ6M03,PFC,Peri
799,Astro-2,0.2360012137475494,5.302103031018395e-05,332,6M,HZ6M03,PFC,Astro
800,InN-Sst,0.1789750767088592,0.0133065436821661,461,6M,HZ6M03,PFC,InN
801,InN-Pvalb,0.1568253939650718,0.00845343217485,472,6M,HZ6M03,PFC,InN
802,ExN-CA3,0.1415943422949228,0.0368844321922692,629,6M,HZ6M03,PFC,ExN
803,ExN-L5-IT,0.1251425906668566,0.0008289545871194,1038,6M,HZ6M03,PFC,ExN
804,Astro-5,0.0813151502420305,0.0023809953620921,1490,6M,HZ6M03,PFC,Astro
805,Micro-2,0.0782729876830121,0.0024966097892274,1029,6M,HZ6M03,PFC,Micro
806,ExN-L6-CT,0.0697411970413178,0.0302181733703684,988,6M,HZ6M03,PFC,ExN
807,InN-Lamp5,0.6149220236857805,0.0314763981148485,124,6M,HZ6M03,STR,InN
808,Peri,0.2199980558829966,9.687509190597204e-06,1029,6M,HZ6M03,STR,Peri
809,InN-Olf,0.2038470620687782,5.471718772127674e-32,2594,6M,HZ6M03,STR,InN
810,Olig-5,0.1963624094638112,5.8219640085761465e-33,3124,6M,HZ6M03,STR,Olig
811,Astro-5,0.149819679731291,1.0009225250380348e-13,2417,6M,HZ6M03,STR,Astro
812,Micro-2,0.1312946236463563,1.6259345886684143e-06,1059,6M,HZ6M03,STR,Micro
813,Endo,0.1043236043469653,0.0325765593376922,1158,6M,HZ6M03,STR,Endo
814,MSN,0.0922598213146916,9.400430563792188e-35,9546,6M,HZ6M03,STR,MSN
815,ExN-CA3,-0.8516063129270678,0.0396070597484395,73,6M,HZ6M03,STR,ExN
816,Astro-5,0.4860909870482954,3.8735396238635177e-56,1530,6M,HZ6M04,BF,Astro
817,Micro-2,0.4591220182701162,1.803607646058783e-22,691,6M,HZ6M04,BF,Micro
818,Peri,0.4157881580550741,7.438838953094615e-40,1893,6M,HZ6M04,BF,Peri
819,SMC,0.3846244241028324,0.0091908827968377,310,6M,HZ6M04,BF,SMC
820,InN-Calb2,0.3716025606225048,7.79528474402554e-221,4947,6M,HZ6M04,BF,InN
821,ExN-DEGLU-1,0.3539876340433099,0.0006578316120551,326,6M,HZ6M04,BF,ExN
822,OPC-2,0.3306002753853434,8.071781018542068e-07,826,6M,HZ6M04,BF,OPC
823,ExN-DEGLU-2,0.3041890108109812,5.8512743339025936e-12,1115,6M,HZ6M04,BF,ExN
824,Astro-6,0.2681400189493122,1.2965973690329425e-05,467,6M,HZ6M04,BF,Astro
825,Astro-2,0.2581988303656504,0.0001739297931204,394,6M,HZ6M04,BF,Astro
826,Endo,0.2396550104867724,0.0087692075945474,556,6M,HZ6M04,BF,Endo
827,Olig-2,0.1971155964161602,0.0013463776117016,808,6M,HZ6M04,BF,Olig
828,Olig-5,0.088894160401536,0.00043406151535,2101,6M,HZ6M04,BF,Olig
829,Olig-3,1.556540456026738,1.3788017810224631e-06,47,6M,HZ6M04,ECT,Olig
830,Peri,0.7183700373585379,5.916315057695344e-05,129,6M,HZ6M04,ECT,Peri
831,InN-Erbb4,0.4048892738720271,0.0150603919393051,147,6M,HZ6M04,ECT,InN
832,Astro-5,0.3368030193556747,4.787405740511438e-06,374,6M,HZ6M04,ECT,Astro
833,Micro-2,0.2026210126904146,0.0167128917322931,178,6M,HZ6M04,ECT,Micro
834,Olig-6,-3.748274257436213,9.8400112696537e-05,18,6M,HZ6M04,ECT,Olig
835,SMC,0.3128215195294367,0.0214976024048846,161,6M,HZ6M04,HPF,SMC
836,ExN-CA2,0.1018425949518531,3.078933393140267e-05,1638,6M,HZ6M04,HPF,ExN
837,Astro-5,0.0998301261533503,9.613064130400286e-06,1954,6M,HZ6M04,HPF,Astro
838,ExN-CA3,0.0585449332403533,0.0006755499890473,1982,6M,HZ6M04,HPF,ExN
839,OPC-2,0.8406104702962386,0.0136559549597888,52,6M,HZ6M04,RS,OPC
840,SMC,0.3194882538057798,1.2373795702479383e-05,257,6M,HZ6M04,RS,SMC
841,ExN-L2/3-IT,0.2778688933127332,0.0012664751737055,326,6M,HZ6M04,RS,ExN
842,Olig-5,0.2660382335658647,0.0089788539139784,313,6M,HZ6M04,RS,Olig
843,ExN-L5/6-NP,0.2149646873816645,0.0023634358644313,462,6M,HZ6M04,RS,ExN
844,ExN-L6-CT,0.2135645998378894,0.0004363964455561,494,6M,HZ6M04,RS,ExN
845,Astro-5,0.1611622139990613,3.322923631505778e-06,957,6M,HZ6M04,RS,Astro
846,InN-Pvalb,0.0762506295143062,0.0067490312412953,1329,6M,HZ6M04,RS,InN
847,OPC-2,0.4655310549881722,0.0037281658810937,323,6M,HZ6M04,TH,OPC
848,Astro-6,0.3584243046999624,1.967308492149705e-05,327,6M,HZ6M04,TH,Astro
849,Astro-4,0.2731885076305164,0.0182602277688757,300,6M,HZ6M04,TH,Astro
850,Peri,0.1928475048869239,0.0004233467236348,952,6M,HZ6M04,TH,Peri
851,Endo,0.18123932835542,0.0438155768768731,545,6M,HZ6M04,TH,Endo
852,Olig-3,0.1746426586349672,0.0216192439733583,834,6M,HZ6M04,TH,Olig
853,Astro-5,0.1520678012185881,3.7468476374170946e-14,3063,6M,HZ6M04,TH,Astro
854,InN-Calb2,0.1474452260309089,0.0010096008827508,871,6M,HZ6M04,TH,InN
855,Olig-5,0.1204207067868878,4.8021839534514586e-08,2863,6M,HZ6M04,TH,Olig
856,ExN-DEGLU-2,0.0956562873281499,0.000248809306597,1694,6M,HZ6M04,TH,ExN
857,Micro-2,0.0569414064183866,0.0042833260081545,1796,6M,HZ6M04,TH,Micro
858,ExN-DEGLU-1,0.055592758489223,4.467482371924258e-06,5558,6M,HZ6M04,TH,ExN
859,OPC-2,0.4652278793218177,0.0123235544256556,280,6M,HZ6M05,BF,OPC
860,InN-Sncg,0.2877162469762048,0.0148875215782436,272,6M,HZ6M05,BF,InN
861,Micro-2,0.1539168118136952,0.0295998575356729,360,6M,HZ6M05,BF,Micro
862,Olig-5,0.1158381067316813,0.0039791567102952,1103,6M,HZ6M05,BF,Olig
863,Peri,0.0796720693604184,0.0328721170340597,1319,6M,HZ6M05,BF,Peri
864,Astro-5,0.0700339090139649,0.0293707885482823,1158,6M,HZ6M05,BF,Astro
865,SMC,0.3178549984741485,0.0093191856018553,170,6M,HZ6M05,PFC,SMC
866,ExN-CA2,0.297530175761243,0.0470882054659757,290,6M,HZ6M05,PFC,ExN
867,Micro-1,0.259534037845845,0.0139001026197879,218,6M,HZ6M05,PFC,Micro
868,Astro-5,0.1920209447474168,2.5390784133972286e-10,1265,6M,HZ6M05,PFC,Astro
869,ExN-CA3,0.1668441775986705,0.0138314073064876,658,6M,HZ6M05,PFC,ExN
870,ExN-Olf,0.1656707572709908,0.0445586419242501,401,6M,HZ6M05,PFC,ExN
871,Astro-2,0.1508217516545438,0.0016271414862223,462,6M,HZ6M05,PFC,Astro
872,ExN-L5-IT,0.1085177601853084,0.0010276522675242,1230,6M,HZ6M05,PFC,ExN
873,Olig-5,0.0961468202356749,0.0066832364554703,823,6M,HZ6M05,PFC,Olig
874,Micro-2,0.0811739851876302,1.1193344331388844e-05,1682,6M,HZ6M05,PFC,Micro
875,Micro-2,0.268322157569674,4.8913890422651e-28,1416,6M,HZ6M05,STR,Micro
876,InN-Olf,0.2658260703596614,5.421376858254257e-26,2054,6M,HZ6M05,STR,InN
877,InN-Pvalb,0.2278905112283036,0.0314417453494606,223,6M,HZ6M05,STR,InN
878,InN-Sst,0.1682488281606476,0.0027970593579795,539,6M,HZ6M05,STR,InN
879,Astro-1,0.1213981795908551,0.0206135328891792,965,6M,HZ6M05,STR,Astro
880,Astro-5,0.1088480282951027,1.1075865154454687e-11,3606,6M,HZ6M05,STR,Astro
881,Endo,0.0975002299772868,0.0031600511081938,1941,6M,HZ6M05,STR,Endo
882,Astro-2,0.0827184455003706,0.0238261208443353,726,6M,HZ6M05,STR,Astro
883,Peri,0.0673496307673567,0.0114487132729335,2234,6M,HZ6M05,STR,Peri
