,Moran's I,P-value,num_cell,sample_region,sample,region,month
ExN,0.042621793156671736,0.13506958727524795,483.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M
OPC,-0.04271153193737509,0.9906933433217922,28.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M
InN,-0.06162947680352544,0.4668280258785723,137.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M
MSN,-0.1839076796174155,0.6371527435566428,30.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M
SMC,0.8526589605475864,6.3714948528499e-19,183.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
Olig,0.3311676068705365,2.9554679685977727e-56,1168.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
Peri,0.12841822994683172,0.0042275611340362226,662.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
Endo,0.07442304302613427,0.31457920320037236,339.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
ExN,0.0626246734286588,9.016995314226503e-23,6348.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
Micro,0.054185389847166844,0.10008194623221403,715.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
Astro,0.040550576143662545,0.004561847039087694,2142.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
InN,0.02102837129034268,0.5997552384700029,629.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
OPC,-0.11226099363981426,0.35232848097690805,201.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
MSN,-0.3796512054067481,0.05020913926771778,145.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M
SMC,0.34570582965492463,1.1294838806664876e-09,625.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
Olig,0.20345673310008386,3.7476059676980566e-35,2059.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
Micro,0.1943973618643861,7.455982853635551e-24,1683.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
ExN,0.13102191138379995,5.788082597710872e-191,15074.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
Endo,0.10322588601785002,0.01739729031445614,1012.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
InN,0.09376620795889085,6.650188919493749e-16,4572.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
Astro,0.0782903948545093,4.488588686016202e-13,4481.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
OPC,0.04963182709882623,0.4586103362190418,531.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
MSN,0.0322228363114973,0.5378554038545393,828.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
Peri,0.014039992928311101,0.6582745608630187,1200.0,HZ6M06_Prefrontal cortex,HZ6M06,Prefrontal cortex,6M
SMC,0.3153189672465376,0.014412311566343929,141.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
InN,0.10936476786287086,1.070036632796005e-05,1126.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Micro,0.0970132843853477,0.0006185958384298205,700.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
ExN,0.0843085092245263,5.418765085750714e-10,2502.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Olig,0.03820157803392914,0.21757802995831654,634.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Endo,0.035020500492198896,0.7045484565875753,197.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Peri,0.01006507722667537,0.8408668928669016,338.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Astro,-0.00042844620773376907,0.9837286091846422,1144.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
MSN,-0.12827509050586205,0.5712187291131817,99.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
OPC,-0.13960560443785117,0.42467080607049923,131.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M
Endo,0.15026399351420322,0.04127341000945801,322.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
InN,0.12525499371936216,5.540587851749084e-09,1292.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
SMC,0.12466976568040318,0.01120591055596512,313.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Peri,0.06317198337974585,0.21930781667390198,479.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
MSN,0.053427217819678456,0.0012335056590297168,2009.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Astro,0.04572722887400018,0.007885122591511856,1717.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
ExN,0.04370776401200706,0.2795550998135795,625.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Micro,0.03346225633890649,0.5344440965219147,351.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Olig,-0.006951957212129997,0.6969120764243292,1559.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
OPC,-0.01966380102476429,0.8717271945568204,256.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
SMC,0.22921877828166998,0.01597486767876208,279.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
ExN,0.21072462736675426,1.56568776286034e-174,7054.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Endo,0.14504009532099568,0.00015492025242202264,928.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
MSN,0.13644834179849205,0.07717624121844507,420.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
InN,0.13130434721592454,6.8570176115348646e-15,2495.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Peri,0.11105581782440171,5.195325561662067e-05,1565.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Micro,0.11099353615295204,6.627713675453371e-12,2288.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Astro,0.0654478217456722,1.156117507758829e-09,4553.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
OPC,0.04392567520380031,0.3539998427375898,773.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Olig,0.028489058809232682,0.0002022725195901501,6442.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
SMC,0.22610465279259703,1.051641839512317e-05,293.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Olig,0.19908809313954431,7.618427013424163e-65,2583.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
InN,0.15172429528454795,1.1623215904249812e-47,3906.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Micro,0.10747755978957646,0.0008827309865713938,650.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Peri,0.03809990741667227,0.1788068954199682,1020.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
OPC,0.037010430357203805,0.651126794617274,246.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Astro,0.0343440842225969,0.027722328211594725,2093.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
ExN,0.026336140714552807,0.42415362778624255,956.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Endo,0.010142809493931681,0.8708158549301316,288.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Olig,0.2089381798768607,0.009349001194548151,82.0,HZ6MP101_Hippocampal formation,HZ6MP101,Hippocampal formation,6M
ExN,-0.7691469520732981,0.13035055056372016,39.0,HZ6MP101_Hippocampal formation,HZ6MP101,Hippocampal formation,6M
SMC,0.36207172391827336,3.656934921008741e-38,1105.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
ExN,0.356150697329604,0.0,26760.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
InN,0.32145821880319364,1.2321289652473564e-283,6870.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Micro,0.3193516298415827,4.73066056477191e-238,4547.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Astro,0.3111032119877586,8.13971684464198e-288,6821.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
OPC,0.2510782566413708,0.00018018495717514837,416.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Peri,0.23397300811595687,1.199613209790122e-28,2121.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Olig,0.18836662217935657,7.199609288866297e-104,4831.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Endo,0.171188156273158,2.044913794753976e-11,1894.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
MSN,0.015963225689795694,0.8068562027221662,138.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Micro,0.3414832123222728,4.460698489641791e-122,2508.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
OPC,0.1663846073334362,0.0005199451057957168,800.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Olig,0.16594489816967842,1.0117294038783764e-168,8803.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
InN,0.16455898894842538,2.6042697282292404e-93,7121.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Astro,0.15967757565015372,1.0822809243635282e-82,6819.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
SMC,0.12925700663781028,1.4767481950751517e-06,805.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
ExN,0.10929930601853592,4.004036997617845e-13,4105.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Peri,0.10252486857837109,1.3256375452734936e-08,2851.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Endo,0.08270744010147459,6.686540726428923e-06,2831.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
MSN,0.06772940654203384,4.168690833214904e-48,14965.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Astro,0.4114136250003932,0.04950829985219001,23.0,HZ6MP102_Basal forebrain,HZ6MP102,Basal forebrain,6M
Olig,0.17103181586678817,0.027395010258263977,65.0,HZ6MP102_Basal forebrain,HZ6MP102,Basal forebrain,6M
Micro,0.48755632512331426,3.650255266112412e-05,41.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Astro,0.48676022464027563,3.548532563588266e-09,121.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
InN,0.4308029175657617,0.0010706694006859061,79.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Peri,0.291405978770523,0.26016054505216624,17.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
OPC,0.2485915670124227,0.5337124599329328,16.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
ExN,0.1355251310165657,0.01461935800627865,267.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Olig,0.08397376886222951,0.08227492703383393,25.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Endo,0.08307283503102282,0.43248439799723337,14.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
SMC,-0.020498603363315476,0.9890634191126443,54.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
OPC,0.34044607206820626,9.732465011682998e-05,127.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
SMC,0.3028264127064944,7.887006619773924e-19,413.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Micro,0.24006641194161615,2.4905345996645895e-19,633.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
InN,0.14827313745713278,0.0005853911496208284,415.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Peri,0.11485780455238075,0.003726410906804235,468.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
ExN,0.09306074761217545,7.479031888511376e-57,8464.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Astro,0.07035299901944217,2.0088191281084287e-11,2680.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Olig,0.049062122011123775,0.04250268682398557,652.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Endo,-0.052900974477144556,0.28427981827611126,401.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
MSN,-0.167407831035268,0.5634490184861076,48.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
SMC,0.3345904278996109,1.7589228801428972e-11,337.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
ExN,0.31477507749560857,0.0,17062.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Micro,0.28215346509607614,1.3857645995548512e-62,1661.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Astro,0.2772701380179407,1.038159635282967e-118,3323.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
InN,0.2576300627950986,1.561611086679878e-92,3243.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
OPC,0.22288992347642708,0.0003301708847781259,318.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Endo,0.19622421336001764,1.027675972686996e-17,1571.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Peri,0.17053132822704395,3.695443171765174e-09,1077.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
MSN,0.08000827767674173,0.3660685830261188,395.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Olig,0.06681268387589866,2.3410700089722157e-10,2519.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Olig,0.35942859830205726,7.693397494728392e-128,1415.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
ExN,0.20488814192303656,1.79287499023616e-51,3009.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Micro,0.19186740950254844,3.2085995425131866e-14,639.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Endo,0.1480463616534981,0.006918974664754999,312.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
MSN,0.14733610398442437,0.5934604114507765,46.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Peri,0.14721976254500643,0.00813975369093343,309.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
InN,0.13352856990417167,2.8415005461235567e-08,1288.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Astro,0.08134824718997498,0.00016617525425770044,1034.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
OPC,0.023165067598641,0.7879127157210345,86.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
SMC,-0.019425740765816706,0.8785533341001202,129.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
ExN,0.47240998020277414,1.0233230564201746e-51,685.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
SMC,0.26745108037051063,5.0652748153538214e-12,314.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
InN,0.24241798562036715,2.9772396299546355e-123,3256.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Micro,0.2239716963969945,3.066486519692254e-05,337.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Astro,0.1816725929834896,3.859631558482669e-18,1322.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Endo,0.16909440541516652,0.010950659227472697,338.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Olig,0.16420520033579286,1.3795397234604998e-20,1035.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Peri,0.13694986331393053,0.026861808574853943,341.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
MSN,0.13264060042352235,1.3304542481037522e-26,3183.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
OPC,0.058939012824250826,0.5648576906549302,139.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
ExN,0.6595948028597589,0.0,8544.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Endo,0.5345562563603179,3.4811258337529567e-51,919.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
InN,0.5157101508711645,1.7313952682222092e-247,2187.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Peri,0.49272842336850564,1.4017332860793825e-99,1579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
OPC,0.42518433877346273,2.4216863244351473e-14,512.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Astro,0.3286383281880179,2.6216635348772206e-202,4090.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Olig,0.2392727479749499,2.7092178710735668e-205,5056.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Micro,0.2172676012496061,1.3807567089336214e-79,2579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
MSN,0.19083900221769134,0.5077371352666193,61.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
SMC,0.09912996608379027,0.011338730030351013,294.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Astro,0.30990556716252077,0.20799327669393286,25.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
Olig,0.2980605956840313,4.641464969250891e-13,250.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
Peri,-0.14289648239544847,0.8657512340938596,13.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
Astro,0.5792402197716541,3.854865345760422e-25,173.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
MSN,0.35223031014107803,0.45959275209321504,18.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
SMC,0.3153409976646395,0.04410381371243589,38.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Peri,0.23338594813846286,0.08769795215856388,64.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Olig,0.1944441697028265,0.2652451305582936,26.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Endo,0.09786169502846104,0.5717897663223044,46.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
ExN,0.09332249976040888,0.02033533652751076,392.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Micro,0.09117138771916221,0.26700744695447187,75.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
InN,-0.0004619757858448397,0.9328275203564323,90.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Micro,0.22360501738694083,2.670707870685046e-18,828.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Olig,0.19972847730762058,1.7414564076872284e-18,844.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
InN,0.19588672170650234,4.660396023453118e-05,362.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
ExN,0.12792166078953107,6.311489458978582e-114,8315.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Peri,0.12302020617589828,0.0006716967085485007,752.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
SMC,0.1094359202829784,0.02709808026189632,392.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Astro,0.0889616712809404,1.5136904780615164e-17,3129.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Endo,0.05343884004383544,0.257042558730024,546.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
OPC,-0.1376575257916247,0.6298080565200224,41.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
MSN,-0.21820972304827563,0.30677171547855075,82.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
OPC,0.39513655848397977,0.0006638919216513362,223.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Astro,0.37508307519255146,1.2855557361866269e-191,3652.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Micro,0.2966651460651993,1.8736766281407715e-82,2141.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
ExN,0.2688140290613925,0.0,20156.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
SMC,0.2533390107180882,1.1244730937896019e-21,929.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Peri,0.2514332665580263,1.677131464184942e-16,1341.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
InN,0.2346025007341821,6.640351289278885e-62,3481.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Olig,0.20354303974274734,1.0958212106378408e-19,1420.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Endo,0.19236591099071287,4.232346283046093e-13,1646.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
MSN,0.10245788441016024,0.05479223447720038,722.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
SMC,0.39854756389411555,2.19192133212613e-23,402.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Olig,0.31706022640615855,6.457935667498184e-35,710.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Astro,0.2575953516611173,3.2884451677301917e-31,1111.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
ExN,0.19256930220760723,2.479613485455901e-62,3361.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Micro,0.13888389315734814,7.101836777089583e-09,720.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Endo,0.12266225568957025,0.16858287209072198,227.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Peri,0.0948234309588077,0.14498533465146296,284.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
MSN,0.09077740039480187,0.6502892179922983,91.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
InN,0.05219566038679083,0.0030213422965895908,1722.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
OPC,-0.43317868228195794,0.23756757114399885,31.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
OPC,0.43967029412006925,0.01347380969433687,112.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Peri,0.3816521022515734,8.309375011223674e-16,616.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Astro,0.35914218290163785,5.463489909598425e-53,1285.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
SMC,0.2703135366256611,7.771566247996921e-20,570.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Micro,0.2560957022681952,3.617004206844269e-06,339.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
MSN,0.18107794266005348,5.149875013854911e-46,2995.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
InN,0.17186398630359864,2.675420178480913e-57,3095.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Olig,0.17172140892845375,4.151377727149096e-27,1505.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
ExN,0.1571759697222129,0.0030476028373285207,463.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Endo,0.1156419589060766,0.0419933641672501,473.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
OPC,0.6620419124621112,4.192245764720129e-16,365.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Endo,0.6103828453685829,7.28686391913127e-55,1033.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Peri,0.5208144915082871,1.6968771451778814e-78,1561.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
InN,0.4966883708910594,3.243011768063134e-176,2099.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
MSN,0.41656209827550167,0.08723849264023394,105.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
ExN,0.4050485461904827,0.0,10488.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Astro,0.2933712649637056,6.686285354252707e-212,5524.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Olig,0.24689146646623425,9.941190271365767e-225,5969.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
SMC,0.19070777601381259,3.012041995167753e-05,391.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Micro,0.16214483644687594,1.0008289923255394e-50,3238.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Endo,0.4625239111739021,1.7315864103078654e-05,237.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
InN,0.32210243905118074,3.918034923713359e-187,3622.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
ExN,0.16201774796849733,1.5525253683495725e-09,1288.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Micro,0.15550027147554596,1.5631335759207394e-08,762.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Astro,0.1155579684566315,0.00046556348793494283,767.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
SMC,0.11469381344809844,3.4512929259927423e-12,2097.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Peri,0.11201723058011442,5.048051603517955e-07,1467.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Olig,0.08255522637881385,3.4208457204634754e-06,1270.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
OPC,0.04100323339227616,0.6143714625736401,260.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
SMC,0.14469020958471662,0.38389376656084895,17.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
Olig,0.10206918827816926,0.5193995146121335,27.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
Peri,0.09103324162647487,0.6375051683741361,15.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
Astro,-0.12563640741951318,0.4597353036517804,42.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
ExN,-0.19981692836053971,0.26870068667003644,55.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
InN,-1.6000263391917857,0.10236473195157594,13.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
MSN,0.5690359522618454,0.5414526841457445,39.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Endo,0.3199034615488227,1.7356299283573146e-12,919.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
SMC,0.26364165781443955,3.442770051849367e-41,2444.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
